,Year (Gregorian),Year (Hijri),Province,Education Department,Education_Office,Authority,Educational_Level,School_Type,School_Gender,School_System,Total_Classes,Total_Students,Total_Saudi_Students,New_Students,New_Saudi_Students,Total_Teachers,Total_Saudi_Teachers,Total_AdmInistrators,Total_Saudi_AdmInistrators,Total_Servants,Total_Workers,Total_Foreign_Students,Total_Foreign_Teachers,Students Per Class
2066,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam E. Education Office,Public,Elementary,Special education,Girls,General system,15,100,74,9,4,39,38,8,8,0,2,26,1,7.0
2067,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam E. Education Office,Public,Elementary,Day,Girls,General system,521,15712,9261,2314,1464,720,719,339,339,9,33,6451,1,30.0
2068,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam E. Education Office,Public,High,Religious (Koranic),Girls,General system,10,213,199,69,64,27,27,14,14,0,0,14,0,21.0
2069,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam E. Education Office,Public,High,Special education,Girls,General system,6,84,77,23,20,13,13,10,10,0,3,7,0,14.0
2070,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam E. Education Office,Public,High,Adult Education ,Girls,General system,3,61,53,15,10,16,16,4,4,0,0,8,0,20.0
2071,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam E. Education Office,Public,High,Day,Girls,General system,135,4377,2267,1465,735,314,314,102,102,4,7,2110,0,32.0
2072,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam E. Education Office,Public,High,Day,Girls,Course system,206,2494,2316,905,840,197,197,60,60,0,3,178,0,12.0
2073,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam E. Education Office,Public,Middle,Religious (Koranic),Girls,General system,18,499,462,176,164,30,30,13,13,0,3,37,0,28.0
2074,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam E. Education Office,Public,Middle,Special education,Girls,General system,3,35,28,13,10,8,8,0,0,0,0,7,0,12.0
2075,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam E. Education Office,Public,Middle,Adult Education ,Girls,General system,3,34,22,6,3,9,9,1,1,0,0,12,0,11.0
2076,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam E. Education Office,Public,Middle,Day,Girls,General system,228,7148,4556,2481,1570,460,460,201,201,5,16,2592,0,31.0
2077,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam E. Education Office,Public,KIndergarten,Day,Girls,General system,74,1820,1774,155,153,157,157,63,63,3,11,46,0,25.0
2078,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam W. Education Office,Private,Elementary,Religious (Koranic),Girls,General system,18,410,396,102,98,31,31,11,11,0,0,14,0,23.0
2079,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam W. Education Office,Private,Elementary,Special education,Girls,General system,4,6,5,0,0,4,4,1,1,0,0,1,0,2.0
2080,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam W. Education Office,Private,Elementary,Day,Girls,General system,144,2510,2411,643,623,277,269,59,59,1,24,99,8,17.0
2081,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam W. Education Office,Private,High,Day,Girls,General system,14,246,217,80,75,28,28,4,4,0,0,29,0,18.0
2082,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam W. Education Office,Private,Middle,Religious (Koranic),Girls,General system,5,105,103,37,36,14,14,1,1,0,0,2,0,21.0
2083,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam W. Education Office,Private,Middle,Day,Girls,General system,28,487,465,196,185,51,51,12,12,0,0,22,0,17.0
2084,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam W. Education Office,Private,KIndergarten,Day,Girls,General system,186,3374,3284,133,128,301,296,56,56,1,8,90,5,18.0
2085,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam W. Education Office,International ,Elementary,Day,Girls,General system,66,1140,168,342,42,99,39,22,14,0,0,972,60,17.0
2086,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam W. Education Office,International ,High,Day,Girls,General system,2,7,0,7,0,2,1,0,0,0,0,7,1,4.0
2087,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam W. Education Office,International ,Middle,Day,Girls,General system,14,189,48,96,42,24,11,4,4,0,0,141,13,14.0
2088,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam W. Education Office,International ,KIndergarten,Day,Girls,General system,37,688,119,59,19,57,16,11,9,0,0,569,41,19.0
2089,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam W. Education Office,Public,Elementary,Adult Education ,Girls,General system,25,486,437,232,214,0,0,17,17,1,5,49,0,19.0
2090,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam W. Education Office,Public,Elementary,Religious (Koranic),Girls,General system,42,1092,1086,182,182,51,51,45,45,1,3,6,0,26.0
2091,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam W. Education Office,Public,Elementary,Special education,Girls,General system,15,134,120,20,18,45,45,20,20,2,2,14,0,9.0
2092,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam W. Education Office,Public,Elementary,Day,Girls,General system,559,21405,19144,3496,3223,781,781,608,608,4,34,2261,0,38.0
2093,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam W. Education Office,Public,High,Special education,Girls,General system,3,28,23,13,11,8,8,4,4,0,2,5,0,9.0
2094,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam W. Education Office,Public,High,Adult Education ,Girls,General system,5,115,98,33,27,21,21,10,10,0,1,17,0,23.0
2095,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam W. Education Office,Public,High,Day,Girls,General system,198,7239,6548,2533,2276,491,491,273,273,2,15,691,0,37.0
2096,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam W. Education Office,Public,High,Day,Girls,Course system,264,2530,2495,889,875,157,157,103,103,1,6,35,0,10.0
2097,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam W. Education Office,Public,Middle,Religious (Koranic),Girls,General system,9,329,328,111,110,20,20,19,19,0,1,1,0,37.0
2098,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam W. Education Office,Public,Middle,Special education,Girls,General system,11,72,66,31,29,23,23,5,5,0,0,6,0,7.0
2099,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam W. Education Office,Public,Middle,Adult Education ,Girls,General system,3,49,40,9,7,9,9,9,9,0,1,9,0,16.0
2100,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam W. Education Office,Public,Middle,Day,Girls,General system,256,9726,8869,3305,2970,512,512,390,390,1,16,857,0,38.0
2101,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Dammam W. Education Office,Public,KIndergarten,Day,Girls,General system,52,1516,1513,56,56,114,114,90,90,1,8,3,0,29.0
2102,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Al-Jubail Office (Boys),Royal Commission,Elementary,Religious (Koranic),Boys,General system,24,590,575,101,101,45,45,1,1,1,1,15,0,25.0
2103,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Al-Jubail Office (Boys),Royal Commission,Elementary,Special education,Boys,General system,6,48,46,8,8,12,12,1,1,0,0,2,0,8.0
2104,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Al-Jubail Office (Boys),Royal Commission,Elementary,Day,Boys,General system,303,8661,8383,1588,1548,552,544,18,18,6,18,278,8,29.0
2105,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Al-Jubail Office (Boys),Royal Commission,High,Adult Education ,Boys,General system,5,105,103,20,20,0,0,0,0,0,0,2,0,21.0
2106,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Al-Jubail Office (Boys),Royal Commission,High,Day,Boys,General system,82,2567,2489,1051,1028,162,153,7,7,1,8,78,9,31.0
2107,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Al-Jubail Office (Boys),Royal Commission,High,Day,Boys,Course system,33,438,408,147,137,39,35,1,1,0,1,30,4,13.0
2108,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Al-Jubail Office (Boys),Royal Commission,Middle,Religious (Koranic),Boys,General system,11,270,261,95,93,23,23,1,1,0,1,9,0,25.0
2109,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Al-Jubail Office (Boys),Royal Commission,Middle,Special education,Boys,General system,1,4,3,4,3,1,1,0,0,0,0,1,0,4.0
2110,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Al-Jubail Office (Boys),Royal Commission,Middle,Adult Education ,Boys,General system,3,23,23,2,2,0,0,0,0,0,0,0,0,8.0
2111,2018,1439,Eastern Province,Education Departments In Al-Sharqiyah,Al-Jubail Office (Boys),Royal Commission,Middle,Day,Boys,General system,115,3680,3560,1261,1218,211,211,11,11,5,7,120,0,32.0
2112,2018,1439,Eastern Province,Education Department In Al-Ahsa,Department Of Special Education,Public,Elementary,Special education,Girls,General system,39,182,178,27,24,119,119,9,9,0,1,4,0,5.0
2113,2018,1439,Eastern Province,Education Department In Al-Ahsa,Department Of Special Education,Public,High,Special education,Girls,General system,10,101,100,30,30,18,18,0,0,0,1,1,0,10.0
2114,2018,1439,Eastern Province,Education Department In Al-Ahsa,Department Of Special Education,Public,Middle,Special education,Girls,General system,21,147,142,46,45,56,56,0,0,0,0,5,0,7.0
2115,2018,1439,Eastern Province,Education Department In Al-Ahsa,Department Of Special Education,Public,KIndergarten,Special education,Girls,General system,6,14,13,0,0,0,0,1,1,0,0,1,0,2.0
2116,2018,1439,Eastern Province,Education Department In Al-Ahsa,Department Of Private and International Education,Private,KIndergarten,Day,Girls,General system,21,336,331,16,16,31,31,5,5,0,0,5,0,16.0
2117,2018,1439,Eastern Province,Education Department In Al-Ahsa,Department Of Private and International Education,International ,Elementary,Day,Girls,General system,67,1379,413,394,139,77,33,6,6,0,2,966,44,21.0
2118,2018,1439,Eastern Province,Education Department In Al-Ahsa,Department Of Private and International Education,International ,High,Day,Girls,General system,15,133,4,71,2,10,1,1,1,0,1,129,9,9.0
2119,2018,1439,Eastern Province,Education Department In Al-Ahsa,Department Of Private and International Education,International ,Middle,Day,Girls,General system,28,412,49,165,22,12,4,4,3,0,0,363,8,15.0
2120,2018,1439,Eastern Province,Education Department In Al-Ahsa,Department Of Private and International Education,International ,KIndergarten,Day,Girls,General system,52,655,377,23,18,62,35,5,3,0,1,278,27,13.0
2121,2018,1439,Eastern Province,Education Department In Al-Ahsa,Department of Adult Education (Female),Public,Elementary,Adult Education ,Girls,General system,49,686,648,316,295,0,0,1,1,0,5,38,0,14.0
2122,2018,1439,Eastern Province,Education Department In Al-Ahsa,Department of kindergartens,Private,KIndergarten,Day,Girls,General system,370,5507,5394,232,216,520,517,90,89,1,8,113,3,15.0
2123,2018,1439,Eastern Province,Education Department In Al-Ahsa,Department of kindergartens,Public,KIndergarten,Day,Girls,General system,207,5295,5289,771,771,420,420,160,160,10,57,6,0,26.0
2124,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Qara Education Office,Public,Elementary,Religious (Koranic),Girls,General system,13,277,273,45,45,27,27,5,5,1,1,4,0,21.0
2125,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Qara Education Office,Public,Elementary,Day,Girls,General system,401,10385,10344,1876,1870,612,612,143,143,13,56,41,0,26.0
2126,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Qara Education Office,Public,High,Adult Education ,Girls,General system,5,84,84,12,12,10,10,3,3,0,0,0,0,17.0
2127,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Qara Education Office,Public,High,Day,Girls,General system,88,2229,2221,701,699,257,257,57,57,2,10,8,0,25.0
2128,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Qara Education Office,Public,High,Day,Girls,Course system,60,1826,1817,760,755,132,132,23,23,4,0,9,0,30.0
2129,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Qara Education Office,Public,Middle,Religious (Koranic),Girls,General system,6,94,92,27,26,13,13,3,3,0,0,2,0,16.0
2130,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Qara Education Office,Public,Middle,Day,Girls,General system,161,4249,4232,1381,1374,372,372,78,78,16,12,17,0,26.0
2131,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Private,Elementary,Day,Girls,General system,7,141,128,21,19,33,32,2,2,0,0,13,1,20.0
2132,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Private,High,Day,Girls,Course system,7,137,135,36,35,7,7,0,0,0,0,2,0,20.0
2133,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Private,Middle,Day,Girls,General system,3,53,50,22,22,16,16,1,1,0,0,3,0,18.0
2134,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,International ,Elementary,Day,Girls,General system,8,106,95,21,19,4,4,1,1,0,0,11,0,13.0
2135,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Elementary,Religious (Koranic),Girls,General system,48,984,953,198,195,73,73,18,18,0,6,31,0,20.0
2136,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Elementary,Day,Girls,General system,822,23160,22419,3891,3798,1242,1242,377,377,30,92,741,0,28.0
2137,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,High,Religious (Koranic),Girls,General system,6,97,97,25,25,22,22,7,7,1,1,0,0,16.0
2138,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,High,Adult Education ,Girls,General system,4,84,84,13,13,12,12,1,1,0,0,0,0,21.0
2139,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,High,Day,Girls,General system,223,6040,5921,1993,1958,661,661,137,136,11,24,119,0,27.0
2140,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,High,Day,Girls,Course system,112,3708,3572,1429,1373,272,272,55,55,4,9,136,0,33.0
2141,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Middle,Religious (Koranic),Girls,General system,17,329,317,107,101,36,36,12,12,0,1,12,0,19.0
2142,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Middle,Adult Education ,Girls,General system,3,76,76,17,17,5,5,1,1,0,0,0,0,25.0
2143,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Middle,Day,Girls,General system,340,9731,9461,3191,3083,815,815,191,191,11,34,270,0,29.0
2144,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Private,Elementary,Day,Girls,General system,94,1371,1255,309,285,227,222,12,12,0,4,116,5,15.0
2145,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Private,High,Day,Girls,General system,42,758,705,161,148,110,103,18,17,0,1,53,7,18.0
2146,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Private,High,Day,Girls,Course system,20,422,397,172,163,41,41,0,0,0,0,25,0,21.0
2147,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Private,Middle,Day,Girls,General system,30,473,440,160,150,85,85,5,5,0,0,33,0,16.0
2148,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Private,KIndergarten,Day,Girls,General system,2,22,20,0,0,3,3,1,1,0,0,2,0,11.0
2149,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,International ,Elementary,Day,Girls,General system,46,984,439,243,130,35,18,2,2,0,0,545,17,21.0
2150,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,International ,High,Day,Girls,General system,6,73,54,31,21,6,4,1,1,0,0,19,2,12.0
2151,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,International ,Middle,Day,Girls,General system,6,143,119,62,54,4,4,1,1,0,0,24,0,24.0
2152,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Public,Elementary,Religious (Koranic),Girls,General system,57,1368,1337,243,243,94,94,27,27,1,9,31,0,24.0
2153,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Public,Elementary,Special education,Girls,General system,24,118,111,16,15,91,84,26,25,4,6,7,7,5.0
2154,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Public,Elementary,Day,Girls,General system,702,17765,15945,2952,2725,1055,1055,344,344,14,91,1820,0,25.0
2155,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Public,High,Religious (Koranic),Girls,General system,12,297,289,105,102,34,34,11,11,0,1,8,0,25.0
2156,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Public,High,Special education,Girls,General system,6,30,28,12,10,20,20,1,1,0,0,2,0,5.0
2157,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Public,High,Adult Education ,Girls,General system,7,127,126,32,32,22,22,4,4,0,0,1,0,18.0
2158,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Public,High,Day,Girls,General system,163,4775,4412,1384,1283,491,491,111,111,7,13,363,0,29.0
2159,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Public,High,Day,Girls,Course system,100,3111,2902,1246,1162,270,270,47,47,1,14,209,0,31.0
2160,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Public,Middle,Religious (Koranic),Girls,General system,19,543,520,184,178,43,43,12,12,0,2,23,0,29.0
2161,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Public,Middle,Special education,Girls,General system,9,37,36,5,5,17,17,0,0,0,0,1,0,4.0
2162,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Public,Middle,Adult Education ,Girls,General system,3,56,55,17,16,13,13,1,1,0,0,1,0,19.0
2163,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Public,Middle,Day,Girls,General system,292,8135,7447,2713,2465,646,646,178,178,12,30,688,0,28.0
2164,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Public,KIndergarten,Day,Girls,General system,1,21,21,0,0,1,1,1,1,0,1,0,0,21.0
2165,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Private,Elementary,Day,Boys,General system,38,652,568,115,102,87,28,1,1,0,0,84,59,17.0
2166,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Private,High,Day,Boys,General system,40,895,837,186,168,91,37,1,1,0,0,58,54,22.0
2167,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Private,High,Day,Boys,Course system,5,59,58,34,34,0,0,0,0,0,0,1,0,12.0
2168,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Private,Middle,Day,Boys,General system,20,368,347,95,85,45,19,3,1,0,0,21,26,18.0
2169,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,International ,Elementary,Day,Boys,General system,38,835,331,75,49,24,16,4,3,0,0,504,8,22.0
2170,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,International ,High,Day,Boys,General system,8,146,6,54,1,12,3,0,0,0,1,140,9,18.0
2171,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,International ,Middle,Day,Boys,General system,14,283,47,110,25,10,4,1,0,0,0,236,6,20.0
2172,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Elementary,Adult Education ,Boys,General system,24,194,174,29,16,0,0,0,0,0,0,20,0,8.0
2173,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Elementary,Religious (Koranic),Boys,General system,54,1077,1038,214,211,108,108,9,9,0,3,39,0,20.0
2174,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Elementary,Special education,Boys,General system,112,436,417,47,41,241,241,13,13,0,5,19,0,4.0
2175,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Elementary,Day,Boys,General system,990,25490,24913,4331,4265,1813,1813,146,146,7,16,577,0,26.0
2176,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,High,Religious (Koranic),Boys,General system,6,76,76,30,30,15,15,1,1,0,0,0,0,13.0
2177,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,High,Special education,Boys,General system,22,143,141,46,45,56,56,0,0,0,0,2,0,6.0
2178,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,High,Adult Education ,Boys,General system,28,733,732,190,189,1,1,1,1,0,0,1,0,26.0
2179,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,High,Day,Boys,General system,227,5918,5789,2000,1963,606,606,59,59,2,5,129,0,26.0
2180,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,High,Day,Boys,Course system,125,2891,2797,1331,1282,261,261,16,16,1,2,94,0,23.0
2181,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Middle,Religious (Koranic),Boys,General system,18,371,349,128,119,44,44,4,4,0,0,22,0,21.0
2182,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Middle,Special education,Boys,General system,24,132,130,45,43,56,56,5,5,0,0,2,0,6.0
2183,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Middle,Adult Education ,Boys,General system,24,471,471,77,77,0,0,0,0,0,0,0,0,20.0
2184,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Mubarraz Education Office,Public,Middle,Day,Boys,General system,386,10592,10349,3474,3384,863,863,74,73,2,7,243,0,27.0
2185,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Private,Elementary,Day,Boys,General system,91,1639,1473,268,246,193,68,7,6,0,1,166,125,18.0
2186,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Private,High,Day,Boys,General system,71,1556,1432,334,309,171,58,6,5,0,0,124,113,22.0
2187,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Private,High,Day,Boys,Course system,32,351,322,143,129,26,7,0,0,0,0,29,19,11.0
2188,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Private,Middle,Day,Boys,General system,41,796,721,230,207,92,54,4,4,0,0,75,38,19.0
2189,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,International ,Elementary,Day,Boys,General system,66,1558,588,218,66,64,6,6,4,0,0,970,58,24.0
2190,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,International ,High,Day,Boys,General system,9,120,65,60,22,8,3,0,0,0,0,55,5,13.0
2191,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,International ,Middle,Day,Boys,General system,20,382,130,180,57,16,10,1,1,0,0,252,6,19.0
2192,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Public,Elementary,Adult Education ,Boys,General system,27,195,177,40,36,0,0,0,0,0,0,18,0,7.0
2193,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Public,Elementary,Religious (Koranic),Boys,General system,60,1383,1357,263,262,116,116,10,10,1,3,26,0,23.0
2194,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Public,Elementary,Special education,Boys,General system,86,264,254,21,20,151,151,6,6,0,2,10,0,3.0
2195,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Public,Elementary,Day,Boys,General system,1066,26705,24981,4453,4279,1891,1891,163,163,6,28,1724,0,25.0
2196,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Public,High,Religious (Koranic),Boys,General system,6,93,85,24,24,13,13,0,0,0,0,8,0,16.0
2197,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Public,High,Special education,Boys,General system,18,133,130,42,41,31,31,0,0,0,0,3,0,7.0
2198,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Public,High,Adult Education ,Boys,General system,48,1149,1146,321,319,0,0,0,0,0,0,3,0,24.0
2199,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Public,High,Day,Boys,General system,182,4339,4098,1283,1222,562,562,52,52,1,6,241,0,24.0
2200,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Public,High,Day,Boys,Course system,149,4406,4079,1948,1824,313,313,31,31,1,1,327,0,30.0
2201,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Public,Middle,Religious (Koranic),Boys,General system,22,519,495,197,192,48,48,4,4,0,0,24,0,24.0
2202,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Public,Middle,Special education,Boys,General system,30,164,163,57,56,62,62,0,0,0,0,1,0,5.0
2203,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Public,Middle,Adult Education ,Boys,General system,33,674,665,142,140,0,0,0,0,0,0,9,0,20.0
2204,2018,1439,Eastern Province,Education Department In Al-Ahsa,Al-Hofuf Education Office,Public,Middle,Day,Boys,General system,434,11789,11128,3820,3591,1039,1039,92,92,0,16,661,0,27.0
2205,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Private,Elementary,Day,Girls,General system,9,78,78,18,18,9,9,1,0,0,0,0,0,9.0
2206,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Private,Elementary,Day,Boys,General system,19,275,248,59,58,28,7,1,1,0,0,27,21,14.0
2207,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Private,High,Day,Girls,General system,10,149,131,38,34,18,16,1,1,0,0,18,2,15.0
2208,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Private,High,Day,Boys,General system,15,434,417,40,38,38,13,3,3,0,0,17,25,29.0
2209,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Private,Middle,Day,Girls,General system,3,30,30,10,10,4,4,0,0,0,0,0,0,10.0
2210,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Private,Middle,Day,Boys,General system,6,94,88,25,24,12,6,0,0,0,0,6,6,16.0
2211,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Private,KIndergarten,Day,Girls,General system,27,396,385,58,55,49,49,7,6,0,0,11,0,15.0
2212,2018,1439,Al Qassim,Education Department In Al-Bukayriyah,Al-Bukayriyah,Public,Elementary,Adult Education ,Girls,General system,17,171,155,50,50,0,0,1,1,0,0,16,0,10.0
