,Year (Gregorian),Year (Hijri),Province,Education Department,Education_Office,Authority,Educational_Level,School_Type,School_Gender,School_System,Total_Classes,Total_Students,Total_Saudi_Students,New_Students,New_Saudi_Students,Total_Teachers,Total_Saudi_Teachers,Total_AdmInistrators,Total_Saudi_AdmInistrators,Total_Servants,Total_Workers,Total_Foreign_Students,Total_Foreign_Teachers,Students Per Class
154,2018,1439,Al Baha,Education Department In Al-Baha,Al-Mandaq Education Office,Public,High,Special education,Girls,General system,3,7,7,1,1,3,3,0,0,0,0,0,0,2.0
155,2018,1439,Al Baha,Education Department In Al-Baha,Al-Mandaq Education Office,Public,High,Special education,Boys,General system,2,2,2,1,1,2,2,0,0,0,0,0,0,1.0
156,2018,1439,Al Baha,Education Department In Al-Baha,Al-Mandaq Education Office,Public,High,Day,Girls,General system,39,691,674,199,191,124,124,22,22,2,1,17,0,18.0
157,2018,1439,Al Baha,Education Department In Al-Baha,Al-Mandaq Education Office,Public,High,Day,Girls,Course system,9,219,203,120,112,23,23,2,2,1,0,16,0,24.0
158,2018,1439,Al Baha,Education Department In Al-Baha,Al-Mandaq Education Office,Public,High,Day,Boys,General system,22,372,366,97,97,74,74,7,7,0,1,6,0,17.0
159,2018,1439,Al Baha,Education Department In Al-Baha,Al-Mandaq Education Office,Public,High,Day,Boys,Course system,50,548,526,214,207,56,56,5,5,0,0,22,0,11.0
160,2018,1439,Al Baha,Education Department In Al-Baha,Al-Mandaq Education Office,Public,Middle,Religious (Koranic),Girls,General system,3,52,42,21,16,9,9,2,2,1,0,10,0,17.0
161,2018,1439,Al Baha,Education Department In Al-Baha,Al-Mandaq Education Office,Public,Middle,Religious (Koranic),Boys,General system,3,51,44,16,11,10,10,0,0,1,0,7,0,17.0
162,2018,1439,Al Baha,Education Department In Al-Baha,Al-Mandaq Education Office,Public,Middle,Special education,Girls,General system,1,2,2,0,0,5,5,0,0,0,0,0,0,2.0
163,2018,1439,Al Baha,Education Department In Al-Baha,Al-Mandaq Education Office,Public,Middle,Special education,Boys,General system,3,5,4,1,0,3,3,0,0,0,0,1,0,2.0
164,2018,1439,Al Baha,Education Department In Al-Baha,Al-Mandaq Education Office,Public,Middle,Day,Girls,General system,49,803,783,280,270,149,149,26,26,4,1,20,0,16.0
165,2018,1439,Al Baha,Education Department In Al-Baha,Al-Mandaq Education Office,Public,Middle,Day,Boys,General system,44,827,805,283,272,125,125,10,10,1,1,22,0,19.0
166,2018,1439,Al Baha,Education Department In Al-Baha,Al-Mandaq Education Office,Public,KIndergarten,Special education,Girls,General system,1,1,1,1,1,0,0,0,0,0,0,0,0,1.0
167,2018,1439,Al Baha,Education Department In Al-Baha,Al-Mandaq Education Office,Public,KIndergarten,Day,Girls,General system,35,583,583,18,18,38,38,16,16,1,7,0,0,17.0
168,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Private,Elementary,Day,Girls,General system,6,40,36,6,6,11,10,0,0,0,0,4,1,7.0
169,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Private,Elementary,Day,Boys,General system,6,67,58,16,14,12,7,0,0,0,0,9,5,11.0
170,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Private,High,Day,Boys,General system,9,177,149,39,31,19,10,0,0,0,0,28,9,20.0
171,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Private,Middle,Day,Boys,General system,3,31,27,13,11,4,3,0,0,0,0,4,1,10.0
172,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Private,KIndergarten,Day,Girls,General system,8,128,118,8,8,8,8,2,2,0,0,10,0,16.0
173,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,International ,Elementary,Day,Girls,General system,14,222,39,47,12,24,13,2,2,0,0,183,11,16.0
174,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,International ,Elementary,Day,Boys,General system,18,271,76,64,19,19,12,1,0,0,0,195,7,15.0
175,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,International ,Middle,Day,Girls,General system,3,27,3,20,3,5,1,0,0,0,0,24,4,9.0
176,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,International ,Middle,Day,Boys,General system,5,51,14,26,6,5,3,0,0,0,0,37,2,10.0
177,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,International ,KIndergarten,Day,Girls,General system,10,173,45,16,4,9,3,0,0,0,0,128,6,17.0
178,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Public,Elementary,Adult Education ,Girls,General system,13,150,143,8,8,0,0,0,0,0,0,7,0,12.0
179,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Public,Elementary,Adult Education ,Boys,General system,4,16,14,5,5,0,0,0,0,0,0,2,0,4.0
180,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Public,Elementary,Religious (Koranic),Girls,General system,23,323,293,62,58,48,48,8,8,4,2,30,0,14.0
181,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Public,Elementary,Religious (Koranic),Boys,General system,26,354,293,62,54,51,51,5,5,0,1,61,0,14.0
182,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Public,Elementary,Special education,Girls,General system,14,25,22,4,3,22,22,0,0,0,0,3,0,2.0
183,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Public,Elementary,Special education,Boys,General system,9,19,19,2,2,20,20,0,0,0,0,0,0,2.0
184,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Public,Elementary,Day,Girls,General system,275,4406,3944,751,672,584,584,142,142,30,13,462,0,16.0
185,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Public,Elementary,Day,Boys,General system,260,4316,3965,714,669,531,531,56,56,1,7,351,0,17.0
186,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Public,High,Religious (Koranic),Girls,General system,2,17,15,7,6,11,11,3,3,0,0,2,0,8.0
187,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Public,High,Religious (Koranic),Boys,General system,3,22,12,9,4,10,10,1,1,0,0,10,0,7.0
188,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Public,High,Special education,Girls,General system,3,6,6,1,1,5,5,0,0,0,1,0,0,2.0
189,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Public,High,Special education,Boys,General system,2,6,5,0,0,8,8,0,0,0,0,1,0,3.0
190,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Public,High,Adult Education ,Boys,General system,6,192,192,42,42,0,0,0,0,0,0,0,0,32.0
191,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Public,High,Day,Girls,General system,59,1044,926,265,249,206,206,33,33,4,3,118,0,18.0
192,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Public,High,Day,Girls,Course system,55,886,833,418,377,94,94,23,23,3,0,53,0,16.0
193,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Public,High,Day,Boys,General system,25,487,425,108,86,102,102,10,10,0,0,62,0,19.0
194,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Public,High,Day,Boys,Course system,73,1168,1077,562,517,124,124,11,11,0,3,91,0,16.0
195,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Public,Middle,Religious (Koranic),Girls,General system,10,115,104,41,35,36,36,6,6,1,0,11,0,12.0
196,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Public,Middle,Religious (Koranic),Boys,General system,9,131,103,48,38,27,27,3,3,0,0,28,0,15.0
197,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Public,Middle,Special education,Girls,General system,5,13,12,3,3,4,4,0,0,0,0,1,0,3.0
198,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Public,Middle,Special education,Boys,General system,3,5,5,3,3,4,4,0,0,0,0,0,0,2.0
199,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Public,Middle,Adult Education ,Boys,General system,6,60,60,21,21,0,0,0,0,0,0,0,0,10.0
200,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Public,Middle,Day,Girls,General system,102,2016,1840,687,615,323,323,57,57,9,4,176,0,20.0
201,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Public,Middle,Day,Boys,General system,79,1909,1757,636,594,192,192,16,16,0,2,152,0,24.0
202,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Public,KIndergarten,Special education,Girls,General system,1,3,3,0,0,0,0,0,0,0,0,0,0,3.0
203,2018,1439,Al Baha,Education Department In Al-Baha,Center Education Office,Public,KIndergarten,Day,Girls,General system,72,1173,1170,14,14,81,81,43,43,8,9,3,0,16.0
204,2018,1439,Al Baha,Education Department In Al-Baha,Baljurashi Education Office,Private,KIndergarten,Day,Girls,General system,11,151,141,15,13,13,13,2,2,0,0,10,0,14.0
205,2018,1439,Al Baha,Education Department In Al-Baha,Baljurashi Education Office,Public,Elementary,Adult Education ,Girls,General system,8,93,93,7,7,0,0,0,0,0,0,0,0,12.0
206,2018,1439,Al Baha,Education Department In Al-Baha,Baljurashi Education Office,Public,Elementary,Religious (Koranic),Girls,General system,21,248,195,43,31,51,51,5,5,2,2,53,0,12.0
207,2018,1439,Al Baha,Education Department In Al-Baha,Baljurashi Education Office,Public,Elementary,Special education,Girls,General system,8,12,10,2,2,11,11,0,0,0,0,2,0,2.0
208,2018,1439,Al Baha,Education Department In Al-Baha,Baljurashi Education Office,Public,Elementary,Day,Girls,General system,171,2568,2363,455,429,507,507,69,69,12,9,205,0,15.0
209,2018,1439,Al Baha,Education Department In Al-Baha,Baljurashi Education Office,Public,High,Religious (Koranic),Girls,General system,3,50,38,14,12,9,9,1,1,0,0,12,0,17.0
210,2018,1439,Al Baha,Education Department In Al-Baha,Baljurashi Education Office,Public,High,Special education,Girls,General system,3,6,6,0,0,2,2,0,0,0,0,0,0,2.0
211,2018,1439,Al Baha,Education Department In Al-Baha,Baljurashi Education Office,Public,High,Day,Girls,General system,51,841,803,261,244,160,160,27,27,1,3,38,0,16.0
212,2018,1439,Al Baha,Education Department In Al-Baha,Baljurashi Education Office,Public,High,Day,Girls,Course system,13,333,309,148,138,33,33,7,7,1,0,24,0,26.0
213,2018,1439,Al Baha,Education Department In Al-Baha,Baljurashi Education Office,Public,Middle,Religious (Koranic),Girls,General system,3,52,37,16,9,9,9,2,2,0,0,15,0,17.0
214,2018,1439,Al Baha,Education Department In Al-Baha,Baljurashi Education Office,Public,Middle,Special education,Girls,General system,3,6,5,1,1,1,1,0,0,0,0,1,0,2.0
215,2018,1439,Al Baha,Education Department In Al-Baha,Baljurashi Education Office,Public,Middle,Day,Girls,General system,66,1277,1184,415,379,206,206,32,32,1,2,93,0,19.0
216,2018,1439,Al Baha,Education Department In Al-Baha,Baljurashi Education Office,Public,KIndergarten,Special education,Girls,General system,1,2,2,0,0,0,0,0,0,0,0,0,0,2.0
217,2018,1439,Al Baha,Education Department In Al-Baha,Baljurashi Education Office,Public,KIndergarten,Day,Girls,General system,35,471,470,3,3,34,34,16,16,1,5,1,0,13.0
218,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Department of Educational Supervision ,Private,Elementary,Day,Boys,General system,118,2257,2091,489,458,190,97,9,9,0,0,166,93,19.0
219,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Department of Educational Supervision ,Private,High,Day,Boys,General system,37,839,798,267,255,67,30,4,4,0,0,41,37,23.0
220,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Department of Educational Supervision ,Private,Middle,Day,Boys,General system,46,861,810,300,287,71,30,4,4,0,0,51,41,19.0
221,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Department of Educational Supervision ,Public,Elementary,Adult Education ,Boys,General system,15,153,108,34,18,0,0,1,1,0,0,45,0,10.0
222,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Department of Educational Supervision ,Public,Elementary,Religious (Koranic),Boys,General system,57,1164,1100,211,206,93,93,12,12,1,1,64,0,20.0
223,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Department of Educational Supervision ,Public,Elementary,Special education,Boys,General system,17,58,56,18,18,29,29,3,3,0,0,2,0,3.0
224,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Department of Educational Supervision ,Public,Elementary,Day,Boys,General system,388,9633,9112,1587,1526,668,668,116,116,5,3,521,0,25.0
225,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Department of Educational Supervision ,Public,High,Religious (Koranic),Boys,General system,3,48,43,14,11,5,5,0,0,0,0,5,0,16.0
226,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Department of Educational Supervision ,Public,High,Special education,Boys,General system,2,11,11,6,6,5,5,0,0,0,0,0,0,6.0
227,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Department of Educational Supervision ,Public,High,Adult Education ,Boys,General system,11,325,324,67,67,0,0,0,0,0,0,1,0,30.0
228,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Department of Educational Supervision ,Public,High,Day,Boys,General system,102,3040,2876,922,878,223,223,28,28,0,0,164,0,30.0
229,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Department of Educational Supervision ,Public,High,Day,Boys,Course system,127,663,602,337,310,52,52,13,13,0,0,61,0,5.0
230,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Department of Educational Supervision ,Public,Middle,Religious (Koranic),Boys,General system,15,303,281,100,92,33,33,2,2,0,0,22,0,20.0
231,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Department of Educational Supervision ,Public,Middle,Special education,Boys,General system,7,20,20,9,9,11,11,0,0,0,0,0,0,3.0
232,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Department of Educational Supervision ,Public,Middle,Adult Education ,Boys,General system,9,158,149,52,46,0,0,0,0,0,0,9,0,18.0
233,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Department of Educational Supervision ,Public,Middle,Day,Boys,General system,136,3896,3683,1333,1253,271,271,32,32,1,1,213,0,29.0
234,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Al-Qurayyat,Private,Elementary,Day,Girls,General system,37,736,659,225,205,58,33,2,2,0,0,77,25,20.0
235,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Al-Qurayyat,Private,High,Day,Girls,General system,13,315,286,84,76,25,22,0,0,0,0,29,3,24.0
236,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Al-Qurayyat,Private,Middle,Day,Girls,General system,9,169,161,51,48,17,16,2,2,0,0,8,1,19.0
237,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Al-Qurayyat,Private,KIndergarten,Special education,Girls,General system,1,1,1,1,1,4,4,1,1,0,0,0,0,1.0
238,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Al-Qurayyat,Private,KIndergarten,Day,Girls,General system,39,525,482,29,29,49,46,0,0,0,0,43,3,13.0
239,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Al-Qurayyat,Public,Elementary,Adult Education ,Girls,General system,36,223,211,102,94,0,0,29,29,1,0,12,0,6.0
240,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Al-Qurayyat,Public,Elementary,Religious (Koranic),Girls,General system,54,1088,1067,207,204,77,77,57,57,0,0,21,0,20.0
241,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Al-Qurayyat,Public,Elementary,Special education,Girls,General system,13,43,39,9,8,18,18,0,0,0,0,4,0,3.0
242,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Al-Qurayyat,Public,Elementary,Day,Girls,General system,432,11255,10592,1939,1859,664,664,644,644,18,14,663,0,26.0
243,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Al-Qurayyat,Public,High,Religious (Koranic),Girls,General system,8,205,196,65,62,14,14,10,10,0,0,9,0,26.0
244,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Al-Qurayyat,Public,High,Special education,Girls,General system,3,7,7,2,2,5,5,0,0,0,0,0,0,2.0
245,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Al-Qurayyat,Public,High,Adult Education ,Girls,General system,5,40,38,9,8,12,12,4,4,0,0,2,0,8.0
246,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Al-Qurayyat,Public,High,Day,Girls,General system,111,3211,3055,1077,1025,295,295,153,153,0,0,156,0,29.0
247,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Al-Qurayyat,Public,High,Day,Girls,Course system,42,1019,957,433,403,79,79,40,40,1,0,62,0,24.0
248,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Al-Qurayyat,Public,Middle,Religious (Koranic),Girls,General system,18,373,363,125,119,38,38,19,15,0,0,10,0,21.0
249,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Al-Qurayyat,Public,Middle,Special education,Girls,General system,5,19,19,11,11,5,5,1,1,0,0,0,0,4.0
250,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Al-Qurayyat,Public,Middle,Adult Education ,Girls,General system,3,18,17,5,5,8,8,6,6,0,0,1,0,6.0
251,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Al-Qurayyat,Public,Middle,Day,Girls,General system,165,4688,4424,1504,1417,401,401,232,232,3,13,264,0,28.0
252,2018,1439,Al Jouf,Education Department In Al-Qurayyat,Al-Qurayyat,Public,KIndergarten,Day,Girls,General system,68,1556,1547,13,13,47,47,191,191,2,9,9,0,23.0
253,2018,1439,Al Jouf,Education Department In Al-Jouf,Education Office In Dumah Al-Jandal,Private,Elementary,Day,Girls,General system,12,151,146,37,36,20,18,1,1,0,0,5,2,13.0
254,2018,1439,Al Jouf,Education Department In Al-Jouf,Education Office In Dumah Al-Jandal,Private,Elementary,Day,Boys,General system,33,552,513,122,115,45,21,3,2,0,0,39,24,17.0
255,2018,1439,Al Jouf,Education Department In Al-Jouf,Education Office In Dumah Al-Jandal,Private,High,Day,Girls,General system,3,52,50,17,16,7,7,0,0,0,0,2,0,17.0
256,2018,1439,Al Jouf,Education Department In Al-Jouf,Education Office In Dumah Al-Jandal,Private,High,Day,Boys,General system,3,46,46,14,14,7,0,0,0,0,0,0,7,15.0
257,2018,1439,Al Jouf,Education Department In Al-Jouf,Education Office In Dumah Al-Jandal,Private,Middle,Day,Girls,General system,3,30,30,8,8,6,6,0,0,0,0,0,0,10.0
258,2018,1439,Al Jouf,Education Department In Al-Jouf,Education Office In Dumah Al-Jandal,Private,Middle,Day,Boys,General system,9,118,113,42,39,17,4,2,2,0,0,5,13,13.0
259,2018,1439,Al Jouf,Education Department In Al-Jouf,Education Office In Dumah Al-Jandal,Private,KIndergarten,Day,Girls,General system,7,105,81,0,0,9,9,1,1,0,0,24,0,15.0
260,2018,1439,Al Jouf,Education Department In Al-Jouf,Education Office In Dumah Al-Jandal,Public,Elementary,Adult Education ,Girls,General system,26,167,163,79,78,0,0,0,0,0,0,4,0,6.0
261,2018,1439,Al Jouf,Education Department In Al-Jouf,Education Office In Dumah Al-Jandal,Public,Elementary,Adult Education ,Boys,General system,2,6,6,0,0,0,0,0,0,0,0,0,0,3.0
262,2018,1439,Al Jouf,Education Department In Al-Jouf,Education Office In Dumah Al-Jandal,Public,Elementary,Religious (Koranic),Girls,General system,12,199,184,41,38,36,36,9,9,1,0,15,0,17.0
263,2018,1439,Al Jouf,Education Department In Al-Jouf,Education Office In Dumah Al-Jandal,Public,Elementary,Religious (Koranic),Boys,General system,7,135,120,24,22,24,24,0,0,0,0,15,0,19.0
264,2018,1439,Al Jouf,Education Department In Al-Jouf,Education Office In Dumah Al-Jandal,Public,Elementary,Special education,Girls,General system,13,21,19,1,1,12,12,0,0,0,0,2,0,2.0
